Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
444,1042841,1273136,8125,8125,8125.0, 36 months,7.9,254.24,A,A4,Small Wonders Big Ideas Family,< 1 year,RENT,25000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042841,  Borrower added on 12/09/11 > Pay off my small bills<br>,debt_consolidation,Pay Bills,606xx,IL,24.34,0.0,Apr-99,1.0,,,13.0,0.0,19296,63.6,21.0,f,0.0,0.0,9151.005343,9151.01,8125.0,1026.01,0.0,0.0,0.0,Dec-14,262.23,,Apr-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
445,1063864,1296438,18800,18800,18750.0, 36 months,7.51,584.89,A,A3,"Park West Landscape, Inc.",3 years,MORTGAGE,82000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063864,  Borrower added on 12/12/11 > I'm using the money to consolidate a couple of loans with higher interest rates.  My goal is to payoff this loan in 2.5 years.  I a have a stable job with a growing company.<br>Thanks  <br>,debt_consolidation,Debt Consolidation,926xx,CA,13.76,1.0,Dec-88,0.0,11.0,,14.0,0.0,14477,17.3,24.0,f,0.0,0.0,21054.18555,20998.24,18800.0,2254.19,0.0,0.0,0.0,Dec-14,594.74,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
446,1064051,1296635,26800,26800,26800.0, 36 months,19.03,982.79,E,E2,At&T,10+ years,MORTGAGE,82000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1064051,,credit_card,Credit Card,920xx,CA,21.59,0.0,Jan-81,1.0,,,12.0,0.0,26919,98.0,31.0,f,0.0,0.0,31277.98,31277.98,26800.0,4477.98,0.0,0.0,0.0,Dec-12,20489.14,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
447,1063847,1296419,19200,19200,19200.0, 36 months,7.9,600.78,A,A4,Georgia Pacific of  Muskogee,5 years,MORTGAGE,42000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063847,,debt_consolidation,Debt Consolidation,744xx,OK,19.66,0.0,Nov-00,0.0,,,13.0,0.0,28727,72.2,24.0,f,0.0,0.0,21328.13,21328.13,19200.0,2128.13,0.0,0.0,0.0,Dec-13,7516.94,,Jan-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
448,1062833,1294709,12875,8475,8184.32018, 60 months,17.58,213.28,D,D4,SALTER LABS,3 years,RENT,27600.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062833,  Borrower added on 12/09/11 > Credit cards have a high intrest rate.<br>,debt_consolidation,MONEY TREE,933xx,CA,18.7,0.0,Apr-01,1.0,,,4.0,0.0,5595,86.1,7.0,f,0.0,0.0,11208.86574,10571.95,8475.0,2733.87,0.0,0.0,0.0,Feb-14,5908.59,,Oct-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
449,1062032,1293876,4000,4000,4000.0, 36 months,12.42,133.67,B,B4,"Herdman, Summers, and George, LLP",5 years,MORTGAGE,38000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062032,,credit_card,Credit Consolidation,451xx,OH,19.64,0.0,Jul-02,1.0,,,11.0,0.0,11130,52.7,16.0,f,0.0,0.0,4300.29,4300.29,4000.0,300.29,0.0,0.0,0.0,Aug-12,3326.13,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
450,1063843,1282549,4000,4000,4000.0, 36 months,16.29,141.21,D,D1,National Bank of California,4 years,RENT,35000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063843,"  Borrower added on 12/02/11 > I want to pay off all my debt that is concentrated on credit cards, I always pay on time but my credit cards rate are too high and I think is a good idea to get this loan so I will be able to pay less interest, I am planning to make payments more than the minimum payment.<br>Borrower added on 12/02/11 > I want to pay off all my debt that is concentrated on credit cards, I always pay on time but my credit cards rate are too high and I think is a good idea to get this loan so I will be able to pay less interest, I am planning to make payments more than the minimum payment.<br>",debt_consolidation,Pay Off Debt,900xx,CA,9.22,0.0,Sep-03,0.0,44.0,,7.0,0.0,8247,83.5,13.0,f,0.0,0.0,5053.377225,5053.38,4000.0,1053.38,0.0,0.0,0.0,Jul-14,824.36,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
451,1063828,1296397,12000,12000,12000.0, 36 months,9.91,386.7,B,B1,MILLENNIUM BILTMORE HOTEL,10+ years,OWN,33000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063828,  Borrower added on 12/09/11 > TO PAY CREDIT CARD OFF.<br><br> Borrower added on 12/09/11 > TO PAY OFF CREDIT CARD<br><br> Borrower added on 12/09/11 > PAY OFF CREDIT CARD .<br> Borrower added on 12/14/11 > paying credit card off<br><br>  Borrower added on 12/17/11 > to pay off  high interest credit card.i plan to used the loan to pay off high<br>interest credit cards.i have been working at the same job for many years and plan to continue working at the same job. i am very greatful for the loan and to all the investors who have help me with this loan. thank you .<br>,credit_card,Credit Card,907xx,CA,18.8,0.0,Sep-90,0.0,,,5.0,0.0,17229,74.9,10.0,f,0.0,0.0,13871.41876,13871.42,12000.0,1871.42,0.0,0.0,0.0,Jul-14,2286.28,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
452,1064006,1296581,2625,2625,2625.0, 36 months,11.71,86.83,B,B3,walgreens,10+ years,MORTGAGE,52800.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1064006,,medical,medical,891xx,NV,14.52,0.0,Nov-03,2.0,,,8.0,0.0,8343,65.2,21.0,f,0.0,0.0,3124.737614,3124.74,2625.0,499.74,0.0,0.0,0.0,Jan-15,6.4,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
453,1063729,1296299,18000,18000,17387.67974, 60 months,13.49,414.09,C,C1,WalMart,10+ years,MORTGAGE,40900.0,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063729,,debt_consolidation,Debt Consolidation,728xx,AR,13.7,0.0,Sep-00,1.0,,,10.0,0.0,11963,62.6,19.0,f,4641.04,4634.53,19847.2,18715.57,13358.97,6488.23,0.0,0.0,0.0,Dec-15,414.09,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
454,1062625,1294499,7000,7000,7000.0, 36 months,9.91,225.58,B,B1,"L. Robert Kimball & Assoc,Inc.",10+ years,RENT,73882.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062625,,debt_consolidation,Debt Consolidation,159xx,PA,11.45,0.0,Apr-93,0.0,49.0,,10.0,0.0,16783,38.1,10.0,f,0.0,0.0,8118.350531,8118.35,7000.0,1118.35,0.0,0.0,0.0,Dec-14,236.31,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
455,1062070,1294119,11300,11300,11300.0, 36 months,12.69,379.06,B,B5,California Pizza Kitchen,7 years,MORTGAGE,36000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062070,  Borrower added on 12/09/11 > helping get out of debt....<br>,credit_card,Credit Card,333xx,FL,16.33,0.0,Jun-98,1.0,79.0,,9.0,0.0,18905,74.7,22.0,f,0.0,0.0,12787.19,12787.19,11300.0,1487.19,0.0,0.0,0.0,Mar-13,7497.46,,Apr-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
456,1063964,1296535,4000,4000,4000.0, 36 months,9.91,128.9,B,B1,California Department of Corrections ,10+ years,MORTGAGE,130000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063964,  Borrower added on 12/09/11 > Our family's bigggest thanks!<br>,debt_consolidation,Rod Family Finance ,933xx,CA,10.05,0.0,Dec-97,3.0,,,12.0,0.0,13212,85.0,22.0,f,0.0,0.0,4634.246725,4634.25,4000.0,634.25,0.0,0.0,0.0,Sep-14,516.99,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
457,1063804,1296372,8000,8000,8000.0, 36 months,6.03,243.49,A,A1,BMW Manufacturing,10+ years,MORTGAGE,57200.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063804,  Borrower added on 12/09/11 > pay off credit cards<br> Borrower added on 12/10/11 > pay off credit cards<br>,debt_consolidation,Debt Consolidation,293xx,SC,4.72,0.0,May-93,0.0,,,18.0,0.0,7764,6.8,47.0,f,0.0,0.0,8517.87,8517.87,8000.0,517.87,0.0,0.0,0.0,Apr-13,4868.26,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
458,1063751,1296522,14400,14400,14400.0, 36 months,18.25,522.41,D,D5,NAVFAC/Naval Station Newport,5 years,RENT,51871.0,Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063751,  Borrower added on 12/09/11 > The loan will be used to consolidate my debt and begin a new in 2012.  I have been working for the government for over 5 years and at some point would like to further my education.  I am very good about being on time with payments and take this very seriously.  The payment presented works great for my budget and may be able to get it paid off even earlier.  This loan would really be a great new beginning and allow me to go back to school and further my career.  Thank you to all who inquire and best wishes for the new year!<br>,debt_consolidation,2012 New Beginnings,028xx,RI,7.82,0.0,Mar-06,0.0,,,5.0,0.0,8092,79.3,9.0,f,0.0,0.0,7869.17,7869.17,4684.23,2613.83,0.0,571.11,5.67,Feb-13,522.41,,Jul-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
459,1063982,1296554,4375,4375,4375.0, 36 months,12.42,146.2,B,B4,North Coast ag systems,2 years,OWN,15000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063982,,debt_consolidation,Debt relief ,945xx,CA,13.92,0.0,Nov-06,0.0,,,3.0,0.0,2847,74.9,5.0,f,0.0,0.0,5261.081491,5261.08,4375.0,886.08,0.0,0.0,0.0,Dec-14,152.4,,Aug-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
460,1063972,1296543,4100,4100,4100.0, 36 months,7.51,127.56,A,A3,U.S. Department of Veteran Affairs,9 years,MORTGAGE,70197.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063972,  Borrower added on 12/12/11 > Credit Cards<br>,credit_card,Miscellaneous,701xx,LA,6.58,0.0,May-01,1.0,,,7.0,0.0,24138,72.1,12.0,f,0.0,0.0,4582.7503,4582.75,4100.0,482.75,0.0,0.0,0.0,Aug-14,638.01,,Apr-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
461,1063785,1296352,6000,6000,6000.0, 36 months,8.9,190.52,A,A5,Lorain County Common Pleas Court,7 years,RENT,47000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063785,  Borrower added on 12/09/11 > to help a family member in need<br><br> Borrower added on 12/09/11 > Sorry...reason for this loan is Home Improvement<br>,other,Personal Loan,440xx,OH,14.43,0.0,Jan-95,3.0,78.0,,8.0,0.0,3917,31.4,14.0,f,0.0,0.0,6857.055601000001,6857.06,6000.0,857.06,0.0,0.0,0.0,Dec-14,199.26,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
462,1063788,1296355,4200,4200,4200.0, 60 months,17.27,105.0,D,D3,physicians surgery center of tempe,9 years,RENT,43000.0,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063788,"  Borrower added on 12/09/11 > job is stable<br><br> Borrower added on 12/09/11 > been with my job for almost 10 years, want to pay off credit cards etc<br>",debt_consolidation,Credit Card Consolidation,852xx,AZ,10.13,0.0,Nov-96,1.0,82.0,,9.0,0.0,8843,77.0,19.0,f,0.0,0.0,4200.0,4200.0,2381.46,1807.62,0.0,10.92,1.9656,Apr-15,105.0,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
463,1063485,1296051,4000,4000,4000.0, 36 months,6.62,122.82,A,A2,Gentiva Health Services,6 years,MORTGAGE,120000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063485,,home_improvement,Hot tub,271xx,NC,3.89,0.0,Feb-97,1.0,,,13.0,0.0,11947,24.4,31.0,f,0.0,0.0,4152.93,4152.93,4000.0,152.93,0.0,0.0,0.0,Aug-12,1918.67,,Sep-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
464,1063781,1296348,3000,3000,3000.0, 36 months,10.65,97.72,B,B2,ADP,10+ years,MORTGAGE,86004.0,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063781,,other,Lending Club,070xx,NJ,13.37,0.0,Dec-97,2.0,,,8.0,0.0,23964,64.6,35.0,f,0.0,0.0,2236.73,2236.73,1629.41,417.88,0.0,189.44,1.894400001,Sep-13,97.72,,Feb-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
465,1057766,1289131,5400,5400,5400.0, 36 months,12.69,181.15,B,B5,Ericsson,10+ years,MORTGAGE,75000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1057766,  Borrower added on 12/09/11 > Motorcycle<br>,car,Motorcycle,773xx,TX,8.8,0.0,Jan-92,0.0,31.0,,6.0,0.0,10376,68.7,33.0,f,0.0,0.0,6273.69,6273.69,5400.0,873.69,0.0,0.0,0.0,Aug-13,2844.38,,Sep-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
466,1063778,1296342,15000,15000,15000.0, 36 months,16.29,529.51,D,D1,Bentall Kennedy,1 year,RENT,110000.0,Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063778,  Borrower added on 12/09/11 > I need a short-term loan for my business. I am looking to raise the necessary capital without selling my existing investments.<br><br>Thank you.<br><br>,small_business,Short-Term Business Loan,750xx,TX,21.99,2.0,Nov-98,0.0,4.0,,12.0,0.0,40370,84.1,24.0,f,0.0,0.0,1873.45,1873.45,655.77,402.57,0.0,815.11,146.7198,Feb-12,529.51,,Jul-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
467,1062818,1294695,20000,20000,19523.42192, 60 months,18.64,514.86,E,E1,cardinal logistics,3 years,MORTGAGE,80000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062818,  Borrower added on 12/09/11 > debt consolidation<br> Borrower added on 12/11/11 > i have a great job no problem paying loan very stable this loan is figured in to my monthly budget.<br>,debt_consolidation,my plan,850xx,AZ,23.47,0.0,Jan-01,0.0,,,8.0,0.0,11952,88.5,13.0,f,0.0,0.0,22955.76,21817.92,20000.0,2955.76,0.0,0.0,0.0,Oct-12,18326.72,,Nov-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
468,1042037,1272109,10400,10400,10400.0, 36 months,12.69,348.87,B,B5,Nasoft USA,4 years,RENT,44000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042037,  Borrower added on 12/09/11 > I have been working at nasoft going on my 5th year. i need this to pay off 2 credit cards. As you can see i have always paid the payments on time if you can see my credit history... but with this i know in three years maximum i can be debt free. I also have a car payment and that loan is up in sept of 2012... so after sept of 2012 i can pay more then the $350 a month. and after calculation id be paying for more then 10 years on both credit cards to pay off at minimum payments. and by the goal i have set. i can pay this of in 26 months... so 10 months before the 3 year plan.<br> Borrower added on 12/12/11 > Thank you<br>,credit_card,debt consolidation,920xx,CA,19.91,0.0,Apr-02,2.0,,,6.0,0.0,13695,90.1,21.0,f,0.0,0.0,12551.78312,12551.78,10400.0,2151.78,0.0,0.0,0.0,Dec-14,375.39,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
469,1063518,1296086,4500,4500,4500.0, 60 months,17.58,113.25,D,D4,US Air Force,7 years,MORTGAGE,51600.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063518,  Borrower added on 12/09/11 > I have a lot of debt spread over several credit cards which I encured from remodeling my house. I would like to consolidate it all into one loan so that I may pay it down faster.<br>,debt_consolidation,Credit Card Consolidation,984xx,WA,22.63,0.0,Jun-04,1.0,,,8.0,0.0,13739,67.7,13.0,f,0.0,0.0,6287.698131,6287.7,4500.0,1787.7,0.0,0.0,0.0,Oct-14,2554.52,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
470,1063515,1296083,11500,11500,11500.0, 36 months,12.42,384.28,B,B4,Fairmont Hotel,< 1 year,RENT,38500.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063515,,credit_card,Personal Loan,200xx,DC,13.06,0.0,Oct-04,0.0,,,8.0,0.0,10838,89.6,15.0,f,0.0,0.0,13850.70613,13850.71,11500.0,2331.52,19.18950427,0.0,0.0,Dec-14,392.68,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
471,1063524,943135,10000,10000,9975.0, 36 months,6.62,307.04,A,A2,Beckman coulter,4 years,RENT,75000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063524,,home_improvement,Renovation loan,333xx,FL,24.85,0.0,Nov-99,2.0,64.0,,19.0,0.0,3548,5.9,40.0,f,0.0,0.0,10742.42,10715.57,10000.0,742.42,0.0,0.0,0.0,May-13,5847.47,,Jun-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
472,1063519,1296087,18225,13450,13425.0, 60 months,13.49,309.42,C,C1,applied IndustrialTechnoliges,10+ years,MORTGAGE,37320.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063519,"  Borrower added on 12/09/11 > I am applying for this loan because I want to consolidate my debts.  I feel like I am a good candidate for this loan.  My credit score is above 720.  I have been employed by the same company for eleven years, and it is a stable job that provides a stable income.  I take pride in the fact that I have never skipped a payment or been late for a payment before.  <br>",debt_consolidation,Bill loan,301xx,GA,20.8,0.0,Jun-01,0.0,,,8.0,0.0,17404,74.4,12.0,f,0.0,0.0,14876.65,14849.01,13450.0,1426.65,0.0,0.0,0.0,Oct-12,12102.24,,Aug-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
473,1063521,1288586,3600,3600,3600.0, 36 months,8.9,114.32,A,A5,,10+ years,RENT,55000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063521,  Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>,debt_consolidation,FREEDOM,117xx,NY,5.48,0.0,Jun-02,0.0,,,8.0,0.0,9550,65.9,18.0,f,0.0,0.0,3976.57,3976.57,3600.0,376.57,0.0,0.0,0.0,Jun-13,2037.38,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
474,984879,1208718,18500,13250,13250.0, 60 months,11.71,292.81,B,B3,Cisco System Inc.,2 years,RENT,100000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=984879,  Borrower added on 12/16/11 > Making a investment in a property. Getting it for really less and hopefully worth an investment and should appreciate in near future.<br>,major_purchase,Personal Investment Loan,940xx,CA,0.72,0.0,Jan-03,0.0,,,7.0,0.0,6149,10.4,10.0,f,0.0,0.0,16359.11992,16359.12,13250.0,3109.12,0.0,0.0,0.0,Jun-14,7889.73,,Jul-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
475,1063509,1296075,16800,16800,16775.0, 60 months,18.25,428.9,D,D5,Colorado Department of Public Safety,10+ years,MORTGAGE,70000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063509,"  Borrower added on 12/09/11 > Thanks for looking at my loan. I plan to use the loan to payoff higher interest rate credit cards that my family and I have used to pay for one-time medical costs. I'd rather have the extra money for my family than to pay a bank a high interest rate.<br><br>I recently tried speaking with my credit card companies about lowering my interest rates with them, but to no avail. Therefore I knew that Lending Club would be the best next step.<br><br>I believe that the best indicator of if someone is going to be responsible and payoff their loan is if they do not have any delinquencies. If a person has 0 delinquencies, to me this means that that person thinks that it is very important to pay their debts on time. You will see that I have 0 delinquencies because I hold my credit in such high regard.<br><br>I am ALWAYS ON TIME with my payments, as I have complete respect for my credit score, because I know how important it is for family (being able to provide housing, transportation, etc etc).<br><br>Again, thanks for looking at my loan. If you invest in my loan, I will ALWAYS be one of your &quot;Current&quot; notes!<br>",credit_card,Lower My Overall Interest Rate ,811xx,CO,21.5,0.0,Sep-99,2.0,,,10.0,0.0,10296,38.4,18.0,f,0.0,0.0,22756.20267,22722.42,16800.0,5956.2,0.0,0.0,0.0,Jun-14,112.14,,May-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
476,1063693,1296259,10000,10000,10000.0, 36 months,17.27,357.88,D,D3,MACYS,8 years,RENT,68000.0,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063693,  Borrower added on 12/09/11 > I WANT TO PAY OFF CARDS AND HAVE ONE PAYMENT<br><br> Borrower added on 12/09/11 > I HAVE BEEN AT MY JOB FOR 7.5 YEARS<br>,debt_consolidation,PAYOFF,597xx,MT,17.15,0.0,Mar-02,1.0,,,7.0,0.0,6754,92.5,16.0,f,0.0,0.0,8589.12,8589.12,6067.35,2507.07,0.0,14.7,0.0,Dec-13,357.88,,Dec-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
477,1063700,1296266,15000,15000,15000.0, 36 months,18.25,544.17,D,D5,Catholic Healthcare West,10+ years,MORTGAGE,66000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063700,"  Borrower added on 12/09/11 > I want pay off Grand View timeshare in Las Vegas, and paydown high interest credit card, home improvement (lawn).<br>",debt_consolidation,Debt Consolidation Loan,945xx,CA,8.49,2.0,Jan-88,2.0,9.0,,10.0,0.0,17258,89.1,28.0,f,0.0,0.0,17725.93,17725.93,15000.0,2725.93,0.0,0.0,0.0,Feb-13,10661.18,,Feb-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
478,1056934,1288490,8000,8000,8000.0, 36 months,11.71,264.61,B,B3,jpmorgan chase,8 years,RENT,85000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1056934,,major_purchase,Loan 1,070xx,NJ,10.22,0.0,Nov-02,1.0,,,12.0,0.0,15938,35.7,29.0,f,0.0,0.0,8371.65,8371.65,8000.0,371.65,0.0,0.0,0.0,May-12,7317.57,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
479,1063246,1295751,25000,17950,17925.0, 60 months,16.77,443.89,D,D2,Chase Bank,1 year,RENT,83004.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063246,  Borrower added on 12/10/11 > I have 5 active credit cards which I will be paying off and closing 3 of them.  I also have an auto loan that I will be paying off.  With this consolidation I will be saving over $350 a month.<br> Borrower added on 12/12/11 > I have a stable job and have been employed time for the last 11 years. <br>,debt_consolidation,Debt Consolidation Loan,957xx,CA,13.66,0.0,Aug-97,0.0,,,10.0,0.0,22388,82.9,19.0,f,0.0,0.0,19643.66,19616.32,17950.0,1693.66,0.0,0.0,0.0,Jul-12,16993.32,,Aug-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
480,1057424,1288982,16000,16000,16000.0, 36 months,7.9,500.65,A,A4,"Gugino & Mortimer, PLC",1 year,RENT,51000.0,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1057424,  Borrower added on 12/09/11 > The purpose fo this loan is to consolidate three credit cards. My husband and I have three Chase credit cards that we want to consolidate into one payment and save on interest. <br>,debt_consolidation,Pay off Chase,857xx,AZ,24.66,0.0,Dec-92,0.0,,,8.0,0.0,29485,81.0,28.0,f,0.0,0.0,11928.62,11928.62,9323.14,1688.52,0.0,916.96,9.1696,Oct-13,500.65,,Mar-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
481,1063680,1296245,8000,8000,8000.0, 36 months,10.65,260.59,B,B2,Contractor's Cargo,2 years,RENT,55000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063680,,debt_consolidation,Debt Consolidation Loan,908xx,CA,11.56,0.0,Apr-99,0.0,29.0,,9.0,0.0,9004,15.7,10.0,f,0.0,0.0,8923.71,8923.71,8000.0,923.71,0.0,0.0,0.0,Apr-13,5025.51,,May-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
